95449,Magic Mike (2012),Drama|Romance,Mike Lane is a thirty-year old living in TampaFlorida. By day he works as a roofer while at night as Magic Mike he is the star attraction of the Kings of Tampa a group of male strippers. Secretly he wants out in order to further a projected furniture-making business but his credit rating precludes a bank loan for this despite his considerable savings. One night Adam a teen-aged work-mate of Mike follows him to the club and when one of the acts is unable to go onhe is prevailed upon to strip - becoming a huge hit. However success goes to his head and his foolish actions not only threaten to jeopardize his sister Brooke's relationship with Mike but Mike's ambitions as well.
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action|Adventure|Animation,After learning that he is from another planet a warrior named Goku and his friends are prompted to defend it from an onslaught of extraterrestrial enemies.
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action|Adventure|Animation,After learning that he is from another planet a warrior named Goku and his friends are prompted to defend it from an onslaught of extraterrestrial enemies.
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation,After learning that he is from another planet a warrior named Goku and his friends are prompted to defend it from an onslaught of extraterrestrial enemies.
95508,Cleanskin (2012),Crime|Drama|Thriller,Cleanskin: Ewan (Sean Bean) is a British Secret Service Agent faced with the task of pursuing and eliminating a British born Asian suicide bomber Ash (Abhin Galeya) and his terrorist cell whilst Ash wrestles with his conscience and reflects on his journey to terrorism.
95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,Peter Parker (Garfield) is an outcast high schooler who was abandoned by his parents as a boy leaving him to be raised by his Uncle Ben (Sheen) and Aunt May (Field). Like most teenagers Peter is trying to figure out who he is and how he got to be the person he is today. Peter is also finding his way with his first high school crush Gwen Stacy (Stone) and together they struggle with love commitment and secrets. As Peter discovers a mysterious briefcase that belonged to his father he begins a quest to understand his parents' disappearance - leading him directly to Oscorp and the lab of Dr. Curt Connors (Ifans) his father's former partner. As Spider-Man is set on a collision course with Connors' alter-ego The Lizard Peter will make life-altering choices to use his powers and shape his destiny to become a hero.
95543,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy
95558,Beasts of the Southern Wild (2012),Drama|Fantasy,Hushpuppy an intrepid six-year-old girl lives with her father Wink in the Bathtub a southern Delta community at the edge of the world. Wink's tough love prepares her for the unraveling of the universe; for a time when he's no longer there to protect her. When Wink contracts a mysterious illness nature flies out of whack temperatures rise and the ice caps melt unleashing an army of prehistoric creatures called aurochs. With the waters rising the aurochs coming and Wink's health fading Hushpuppy goes in search of her lost mother.
95567,People Like Us (2012),Drama,Workaholic and sleazy businessman Sam is extremely reluctant to leave New York and go to his father's funeral. When he finally arrives it becomes apparent that his mother and girlfriend are disappointed in him for "running away" whenever times get too emotional. Soon afterwards he discovers that his father was sleeping around with another woman and that Sam actually has a half-sister whom he never knew existed. His father has willed her $150000 and has left Sam with the task of getting it to her. Frankie is a bartender also wrapped up in work just like her half-brother and she has had a bad past and has now been left with the job of being a single parent to her troublemaker son Josh. Josh is eleven years old but curses like a sailor and constantly makes fart jokes and sex jokes making him popular with the bad kid crowd at school although behind the act Josh is depressed and lonely. Now Sam has to find a way to fix the past and reunite his mom nephew and half-sister together at last but it won't be easy.
95583,Savages (2012),Crime|Drama|Thriller,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
95654,Geri's Game (1997),Animation|Children,Geri sets up a chess game to play his greatest opponent - himself.
95720,"Watch, The (2012)",Comedy|Sci-Fi,In South Central Los Angeles street cops Brian and Mike are partners - balls-out cowboys patrolling the streets as Latino gangs are in a power struggle with Blacks. Brian and Mike get lucky a couple of times making big drug and human-trafficking busts so a Mexican cartel orders their deaths. We meet Mike's pregnant wife (whom he married out of high school) and watch Brian's search for a soul mate. There are internal squabbles within the ranks of the LAPD and lots of squad-car conversation. Can the lads escape the cartel's murderous reach?
95740,"Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997)",Children|Musical|Mystery,A compilation of the Olsen Twins personal favorite direct-to-video adventures.
